"Business Administration, B.S. - E-Business Subplan/Option: 120 units"
ACC 2070
ACC 2080
BUS 3000
BUS 3102
BUS 4950
CIS 1010
CIS 3100
EC 2201
EC 2202
FRL 2013
FRL 3000
IBM 3012
MAT 1250
MHR 3010
MHR 3020
STA 1200
TOM 3010
TOM 3020
EBZ 3010
EBZ 3030
EBZ 3050
CIS 3050
CIS 3090
TOM 3200
CIS 2670
CIS 3030
CIS 3110
CIS 3150
CIS 4250
CIS 4260
CIS 4710
EBZ 4410
TOM 3090
TOM 4250
TOM 4340
CIS 3050
EBZ 4410
FRL 3253
MHR 4020
TOM 3160
TOM 3200
TOM 3320
TOM 4360
TOM 4530
IBM 4032
MHR 3410
TOM 3160
CIS 3030
CIS 3050
EBZ 4410
MHR 3420
MHR 4430
MHR 4460
TOM 4340
CIS 3090
CIS 3150
TOM 3160
CIS 3454
CIS 3650
CIS 4321
CIS 4567
CIS 4680
EBZ 4410
