"Sociology, B.A. - General Sociology Subplan/Option: 120 units"
SOC 2201
SOC 2205
SOC 3305
SOC 3306
SOC 3307
SOC 3307L
SOC 4100
SOC 4100L
SOC 4110
SOC 4110L
SOC 4402
SOC 4611
STA 1200
SOC 3309
SOC 3313
SOC 3314
SOC 3315
SOC 3320
SOC 3328
