"Business Administration, B.S. - Marketing Management Subplan/Option: 120 units"
ACC 2070
ACC 2080
BUS 2500
BUS 4950
CIS 1010
CIS 3100
EC 2201
EC 2202
FRL 2013
FRL 3000
IBM 3012
MAT 1250
MHR 3010
MHR 3020
STA 1200
TOM 3010
TOM 3020
IBM 2000
IBM 3202
IBM 3302
IBM 4112
IBM 4212
PSY 2201
IBM 3072
IBM 3262
IBM 3282
IBM 3292
IBM 4032
IBM 4052
IBM 4410
IBM 4432
IBM 3062
IBM 4352
IBM 4382
IBM 4410
IBM 3072
IBM 4912
IBM 4922
IBM 4932
IBM 4410
IBM 4072
IBM 4092
IBM 4192
IBM 4202
IBM 4410
IBM 4952
IBM 4000
IBM 4990
IBM 4410
IBM 3062
IBM 3072
IBM 3082
IBM 3162
IBM 4022
IBM 4102
IBM 4141
IBM 4312
IBM 4410
IBM 3072
IBM 4032
IBM 3262
IBM 3282
IBM 3292
IBM 4000
IBM 4202
IBM 4410
IBM 4990
