"Business Administration, B.S. - Finance, Real Estate, and Law Subplan/Option: 120 units"
ACC 2070
ACC 2080
BUS 2500
BUS 4950
CIS 1010
CIS 3100
EC 2201
EC 2202
FRL 2013
FRL 3000
IBM 3012
MAT 1250
MHR 3010
MHR 3020
STA 1200
TOM 3010
TOM 3020
FRL 3062
FRL 3151
FRL 3301
FRL 3671
FRL 4401
ACC 4122
FRL 3832
FRL 4041
FRL 4311
FRL 4331
FRL 4411
FRL 4531
FRL 4601
FRL 4631
FRL 4671
FRL 4862
FRL 4990
FRL 3802
FRL 3832
FRL 3862
FRL 4041
FRL 4411
FRL 4631
FRL 4671
FRL 4832
FRL 4842
FRL 4862
FRL 4872
FRL 4902
FRL 4990
FRL 3253
FRL 3263
FRL 3273
FRL 3283
FRL 3293
FRL 4013
FRL 4033
FRL 4263
FRL 4411
FRL 4503
FRL 4842
